event_date,channel_medium,channel_source,users,sessions,purchases,revenue,bounced_users,conversion_rate_pct,bounce_rate_pct,revenue_per_session,anomaly_type,is_synthetic_anomaly,z_sessions,z_users,z_purchases,z_revenue,z_conversion_rate_pct,z_bounce_rate_pct,z_revenue_per_session,max_z_score,triggered_metric,is_anomaly
2020-11-03,(data deleted),(data deleted),312,329,15,1001.0,0,4.56,0.0,3.04,none,False,0.0,0.0,2.0436277033346832,1.9514044531158354,2.0442006890067357,0.0,1.9500703305543436,2.0442006890067357,conversion_rate_pct,True
2020-11-04,(data deleted),(data deleted),289,306,10,658.0,0,3.27,0.0,2.15,none,False,-2.2677868380553576,-2.2677868380553585,-0.36558586963450507,-0.06192032318836628,-0.2981431153778967,0.0,0.010388486518196365,2.2677868380553585,users,True
2020-11-04,(data deleted),(data deleted),289,306,12,2196.0,0,3.92,0.0,7.18,none,False,0.0,0.0,0.607176740718915,2.056142783045393,0.6077354819784173,0.0,2.055957987081808,2.056142783045393,revenue,True
2020-11-04,(data deleted),(data deleted),289,306,21,1150.0,0,6.86,0.0,3.76,none,False,0.0,0.0,2.1471096914790593,1.8179522906206471,2.147126385299525,0.0,1.8198042761296227,2.147126385299525,conversion_rate_pct,True
2020-11-04,(data deleted),(data deleted),289,306,15,1001.0,0,4.9,0.0,3.27,none,False,0.0,0.0,2.043627703334682,1.9514044531158383,2.0436227049484614,0.0,1.9527225467736982,2.043627703334682,purchases,True
2020-11-05,(data deleted),(data deleted),318,343,10,658.0,0,2.92,0.0,1.92,none,False,2.267786838055361,2.267786838055359,-0.365585869634505,-0.0619203231883663,-0.45964963662531655,0.0,-0.16462595674381392,2.267786838055361,sessions,True
2020-11-05,(data deleted),(data deleted),318,343,12,2196.0,0,3.5,0.0,6.4,none,False,0.0,0.0,0.6071767407189146,2.0561427830453938,0.608115842361826,0.0,2.0553961717495453,2.0561427830453938,revenue,True
2020-11-05,(data deleted),(data deleted),318,343,21,1150.0,0,6.12,0.0,3.35,none,False,0.0,0.0,2.1471096914790584,1.8179522906206493,2.14689956099948,0.0,1.8172871146642453,2.1471096914790584,purchases,True
2020-11-05,(data deleted),(data deleted),318,343,15,1001.0,0,4.37,0.0,2.92,none,False,0.0,0.0,2.0436277033346797,1.9514044531158408,2.0430217814515785,0.0,1.9533863904016637,2.0436277033346797,purchases,True
2020-11-06,(data deleted),(data deleted),253,269,10,658.0,0,3.72,0.0,2.45,none,False,-2.2677868380553634,-2.2677868380553665,-0.3655858696345049,-0.061920323188366336,-0.11427854830708672,0.0,0.2023793162610086,2.2677868380553665,users,True
2020-11-06,(data deleted),(data deleted),253,269,12,2196.0,0,4.46,0.0,8.16,none,False,0.0,0.0,0.607176740718914,2.056142783045394,0.6071142889382359,0.0,2.056431424160513,2.056431424160513,revenue_per_session,True
2020-11-06,(data deleted),(data deleted),253,269,21,1150.0,0,7.81,0.0,4.28,none,False,0.0,0.0,2.1471096914790575,1.8179522906206513,2.147255959729771,0.0,1.8209246803130401,2.147255959729771,conversion_rate_pct,True
2020-11-06,(data deleted),(data deleted),253,269,15,1001.0,0,5.58,0.0,3.72,none,False,0.0,0.0,2.043627703334678,1.9514044531158432,2.04409282478199,0.0,1.951930723947648,2.04409282478199,conversion_rate_pct,True
2020-11-07,(data deleted),(data deleted),133,137,8,517.0,0,5.84,0.0,3.77,none,False,-2.2677868380553567,-2.2677868380553527,-0.5396830293030911,-0.2656090821300117,0.15786860186007723,0.0,0.44790090422773926,2.2677868380553567,sessions,True
2020-11-07,(data deleted),(data deleted),133,137,12,2196.0,0,8.76,0.0,16.03,none,False,0.0,0.0,0.6071767407189138,2.0561427830453947,0.6071767407189175,0.0,2.0562007281277483,2.0562007281277483,revenue_per_session,True
2020-11-07,(data deleted),(data deleted),133,137,21,1150.0,0,15.33,0.0,8.39,none,False,0.0,0.0,2.1471096914790566,1.817952290620653,2.1471096914790664,0.0,1.8174450647583906,2.1471096914790664,conversion_rate_pct,True
2020-11-07,(data deleted),(data deleted),133,137,15,1001.0,0,10.95,0.0,7.31,none,False,0.0,0.0,2.043627703334677,1.9514044531158459,2.0436277033346895,0.0,1.9523245904181799,2.0436277033346895,conversion_rate_pct,True
2020-11-08,(data deleted),(data deleted),132,139,8,517.0,0,5.76,0.0,3.72,none,False,2.26778683797508,-2.267786837718718,-0.5396830293030911,-0.2656090821300119,-0.548967513930324,0.0,-0.27589511400072964,2.26778683797508,sessions,True
2020-11-08,(data deleted),(data deleted),132,139,12,2196.0,0,8.63,0.0,15.8,none,False,0.0,0.0,0.6071767407189137,2.056142783045395,0.6062231618446052,0.0,2.0563484327601205,2.0563484327601205,revenue_per_session,True
2020-11-08,(data deleted),(data deleted),132,139,21,1150.0,0,15.11,0.0,8.27,none,False,0.0,0.0,2.1471096914790566,1.8179522906206544,2.1474238379962878,0.0,1.8170894834040339,2.1474238379962878,conversion_rate_pct,True
2020-11-08,(data deleted),(data deleted),132,139,15,1001.0,0,10.79,0.0,7.2,none,False,0.0,0.0,2.043627703334677,1.9514044531158472,2.0431420608548923,0.0,1.9518746305021102,2.043627703334677,purchases,True
2020-11-09,(data deleted),(data deleted),229,236,8,517.0,0,3.39,0.0,2.19,none,False,2.2677868380553328,2.2677868380553297,-0.5396830293030911,-0.26560908213001194,-0.8043211871571935,0.0,-0.5588849714906016,2.2677868380553328,sessions,True
2020-11-09,(data deleted),(data deleted),229,236,12,2196.0,0,5.08,0.0,9.31,none,False,0.0,0.0,0.6071767407189137,2.056142783045395,0.6050740943139866,0.0,2.056030833598769,2.056142783045395,revenue,True
2020-11-09,(data deleted),(data deleted),229,236,21,1150.0,0,8.9,0.0,4.87,none,False,0.0,0.0,2.1471096914790566,1.8179522906206549,2.147427230649363,0.0,1.8165286362602697,2.147427230649363,conversion_rate_pct,True
2020-11-09,(data deleted),(data deleted),229,236,15,1001.0,0,6.36,0.0,4.24,none,False,0.0,0.0,2.043627703334677,1.9514044531158483,2.044447288163222,0.0,1.9522767136361272,2.044447288163222,conversion_rate_pct,True
2020-11-10,(data deleted),(data deleted),257,271,10,658.0,0,3.69,0.0,2.43,none,False,2.2677868380553026,2.267786838055128,-0.3655858696345048,-0.06192032318836641,-0.47836291341282655,0.0,-0.18466726937349182,2.2677868380553026,sessions,True
2020-11-10,(data deleted),(data deleted),257,271,12,2196.0,0,4.43,0.0,8.1,none,False,0.0,0.0,0.6071767407189134,2.056142783045396,0.6086018142154903,0.0,2.0565331835502048,2.0565331835502048,revenue_per_session,True
2020-11-10,(data deleted),(data deleted),257,271,21,1150.0,0,7.75,0.0,4.24,none,False,0.0,0.0,2.1471096914790557,1.8179522906206569,2.147606122279338,0.0,1.8179614464915244,2.147606122279338,conversion_rate_pct,True
2020-11-10,(data deleted),(data deleted),257,271,15,1001.0,0,5.54,0.0,3.69,none,False,0.0,0.0,2.0436277033346752,1.951404453115851,2.044571731894945,0.0,1.9495194937842273,2.044571731894945,conversion_rate_pct,True
2020-11-11,(data deleted),(data deleted),267,282,10,658.0,0,3.55,0.0,2.33,none,False,2.267786838055529,2.267786838053926,-0.36558586963450473,-0.06192032318836645,-0.399946394102339,0.0,-0.10066274558043907,2.267786838055529,sessions,True
2020-11-11,(data deleted),(data deleted),267,282,12,2196.0,0,4.26,0.0,7.79,none,False,0.0,0.0,0.6071767407189127,2.0561427830453964,0.6097540662978818,0.0,2.0569149392319956,2.0569149392319956,revenue_per_session,True
2020-11-11,(data deleted),(data deleted),267,282,21,1150.0,0,7.45,0.0,4.08,none,False,0.0,0.0,2.147109691479055,1.8179522906206587,2.146970820146203,0.0,1.817627495465639,2.147109691479055,purchases,True
2020-11-11,(data deleted),(data deleted),267,282,15,1001.0,0,5.32,0.0,3.55,none,False,0.0,0.0,2.0436277033346735,1.9514044531158536,2.0431352101403095,0.0,1.9518349003058602,2.0436277033346735,purchases,True
2020-11-12,(data deleted),(data deleted),266,278,4,255.0,0,1.44,0.0,0.92,none,False,-2.267786838058902,-2.2677868379293793,-0.8573470116907417,-0.6242297968777165,-0.852821567034607,0.0,-0.6193273909162308,2.267786838058902,sessions,True
2020-11-12,(data deleted),(data deleted),266,278,12,2196.0,0,4.32,0.0,7.9,none,False,0.0,0.0,0.6071767407189126,2.0561427830453973,0.6091476203154805,0.0,2.05662561623377,2.05662561623377,revenue_per_session,True
2020-11-12,(data deleted),(data deleted),266,278,21,1150.0,0,7.55,0.0,4.14,none,False,0.0,0.0,2.147109691479055,1.8179522906206602,2.146718539222873,0.0,1.8190953192884354,2.147109691479055,purchases,True
2020-11-12,(data deleted),(data deleted),266,278,15,1001.0,0,5.4,0.0,3.6,none,False,0.0,0.0,2.0436277033346735,1.9514044531158548,2.043627703334675,0.0,1.951365414230963,2.043627703334675,conversion_rate_pct,True
2020-11-13,(data deleted),(data deleted),231,239,10,658.0,0,4.18,0.0,2.75,none,False,-2.2677868380553803,-2.267786838055227,-0.3655858696345046,-0.06192032318836648,-0.21960930830826048,0.0,0.09313787924296879,2.2677868380553803,sessions,True
2020-11-13,(data deleted),(data deleted),231,239,12,2196.0,0,5.02,0.0,9.19,none,False,0.0,0.0,0.6071767407189121,2.0561427830453973,0.6065207570329226,0.0,2.0560407873472526,2.0561427830453973,revenue,True
2020-11-13,(data deleted),(data deleted),231,239,21,1150.0,0,8.79,0.0,4.81,none,False,0.0,0.0,2.147109691479054,1.8179522906206618,2.147252359587496,0.0,1.817207587049244,2.147252359587496,conversion_rate_pct,True
2020-11-13,(data deleted),(data deleted),231,239,15,1001.0,0,6.28,0.0,4.19,none,False,0.0,0.0,2.0436277033346717,1.9514044531158574,2.0440413893294,0.0,1.9522857436564978,2.0440413893294,conversion_rate_pct,True
2020-11-14,(data deleted),(data deleted),163,171,10,658.0,0,5.85,0.0,3.85,none,False,-2.267786838055334,-2.267786838055264,-0.3655858696345045,-0.0619203231883665,-0.0018447170545547343,0.0,0.31743481108268673,2.267786838055334,sessions,True
2020-11-14,(data deleted),(data deleted),163,171,12,2196.0,0,7.02,0.0,12.84,none,False,0.0,0.0,0.6071767407189117,2.056142783045398,0.6075279782319798,0.0,2.055761084346407,2.056142783045398,revenue,True
2020-11-14,(data deleted),(data deleted),163,171,21,1150.0,0,12.28,0.0,6.73,none,False,0.0,0.0,2.1471096914790526,1.8179522906206635,2.1470256018047973,0.0,1.8181221241876726,2.1471096914790526,purchases,True
2020-11-14,(data deleted),(data deleted),163,171,15,1001.0,0,8.77,0.0,5.85,none,False,0.0,0.0,2.0436277033346695,1.9514044531158599,2.043329023308952,0.0,1.950167629855146,2.0436277033346695,purchases,True
2020-11-15,(data deleted),(data deleted),114,121,10,658.0,0,8.26,0.0,5.44,none,False,-2.2677868380552306,-2.26778683805499,-0.3655858696345045,-0.061920323188366544,0.011345719105930801,0.0,0.3316009804057154,2.2677868380552306,sessions,True
2020-11-15,(data deleted),(data deleted),114,121,12,2196.0,0,9.92,0.0,18.15,none,False,0.0,0.0,0.6071767407189111,2.0561427830453987,0.6073977413034028,0.0,2.056516046714403,2.056516046714403,revenue_per_session,True
2020-11-15,(data deleted),(data deleted),114,121,21,1150.0,0,17.36,0.0,9.5,none,False,0.0,0.0,2.1471096914790517,1.8179522906206655,2.1471164372521776,0.0,1.817962381908589,2.1471164372521776,conversion_rate_pct,True
2020-11-15,(data deleted),(data deleted),114,121,15,1001.0,0,12.4,0.0,8.27,none,False,0.0,0.0,2.043627703334668,1.9514044531158625,2.0436269228220394,0.0,1.951448437012535,2.043627703334668,purchases,True
2020-11-16,(data deleted),(data deleted),267,281,10,658.0,0,3.56,0.0,2.34,none,False,2.2677868380553483,2.26778683805532,-0.36558586963450435,-0.061920323188366565,-0.8347631398474761,0.0,-0.5876531901469384,2.2677868380553483,sessions,True
2020-11-16,(data deleted),(data deleted),267,281,12,2196.0,0,4.27,0.0,7.81,none,False,0.0,0.0,0.6071767407189107,2.0561427830453995,0.6059572039960375,0.0,2.0557553060378155,2.0561427830453995,revenue,True
2020-11-16,(data deleted),(data deleted),267,281,21,1150.0,0,7.47,0.0,4.09,none,False,0.0,0.0,2.147109691479051,1.8179522906206673,2.147366076373819,0.0,1.817711839849101,2.147366076373819,conversion_rate_pct,True
2020-11-16,(data deleted),(data deleted),267,281,15,1001.0,0,5.34,0.0,3.56,none,False,0.0,0.0,2.043627703334666,1.9514044531158652,2.0431364649381476,0.0,1.9501894860695936,2.043627703334666,purchases,True
2020-11-17,(data deleted),(data deleted),327,347,10,658.0,0,2.88,0.0,1.9,none,False,2.2677868380553727,2.267786838055325,-0.3655858696345043,-0.06192032318836659,-0.5316366829182712,0.0,-0.2411598713282374,2.2677868380553727,sessions,True
2020-11-17,(data deleted),(data deleted),327,347,12,2196.0,0,3.46,0.0,6.33,none,False,0.0,0.0,0.6071767407189101,2.0561427830454,0.6072543823225258,0.0,2.0564695911798023,2.0564695911798023,revenue_per_session,True
2020-11-17,(data deleted),(data deleted),327,347,21,1150.0,0,6.05,0.0,3.31,none,False,0.0,0.0,2.14710969147905,1.8179522906206693,2.1469185951822127,0.0,1.8156902966416093,2.14710969147905,purchases,True
2020-11-17,(data deleted),(data deleted),327,347,15,1001.0,0,4.32,0.0,2.88,none,False,0.0,0.0,2.0436277033346646,1.9514044531158674,2.043014689591617,0.0,1.951450184181323,2.0436277033346646,purchases,True
2020-11-18,(data deleted),(data deleted),295,302,10,658.0,0,3.31,0.0,2.18,none,False,-2.2677868380554744,-2.267786838055553,-0.36558586963450423,-0.06192032318836663,-0.23105607889832147,0.0,0.08092387206155455,2.267786838055553,users,True
2020-11-18,(data deleted),(data deleted),295,302,12,2196.0,0,3.97,0.0,7.27,none,False,0.0,0.0,0.6071767407189097,2.056142783045401,0.6052429711620895,0.0,2.05544861700996,2.056142783045401,revenue,True
2020-11-18,(data deleted),(data deleted),295,302,21,1150.0,0,6.95,0.0,3.81,none,False,0.0,0.0,2.1471096914790486,1.8179522906206715,2.14649975208107,0.0,1.8178367760728908,2.1471096914790486,purchases,True
2020-11-18,(data deleted),(data deleted),295,302,15,1001.0,0,4.97,0.0,3.31,none,False,0.0,0.0,2.0436277033346624,1.9514044531158699,2.043626491127068,0.0,1.9502597417713858,2.0436277033346624,purchases,True
2020-11-19,(data deleted),(data deleted),303,316,10,658.0,0,3.16,0.0,2.08,none,False,2.2677868380558355,2.26778683805492,-0.3655858696345042,-0.06192032318836665,-0.4053907387641035,0.0,-0.10490552931898,2.2677868380558355,sessions,True
2020-11-19,(data deleted),(data deleted),303,316,12,2196.0,0,3.8,0.0,6.95,none,False,0.0,0.0,0.607176740718909,2.056142783045401,0.6077530981228111,0.0,2.0568678817589636,2.0568678817589636,revenue_per_session,True
2020-11-19,(data deleted),(data deleted),303,316,21,1150.0,0,6.65,0.0,3.64,none,False,0.0,0.0,2.1471096914790477,1.817952290620673,2.1471268921668716,0.0,1.8177082790953092,2.1471268921668716,conversion_rate_pct,True
2020-11-19,(data deleted),(data deleted),303,316,15,1001.0,0,4.75,0.0,3.17,none,False,0.0,0.0,2.0436277033346606,1.9514044531158725,2.0436223842776235,0.0,1.952294105171799,2.0436277033346606,purchases,True
2020-11-20,(data deleted),(data deleted),290,313,10,658.0,0,3.19,0.0,2.1,none,False,-2.2677868380697586,-2.26778683805547,-0.36558586963450407,-0.061920323188366676,-0.35884618539360663,0.0,-0.055266610349511365,2.2677868380697586,sessions,True
2020-11-20,(data deleted),(data deleted),290,313,12,2196.0,0,3.83,0.0,7.02,none,False,0.0,0.0,0.6071767407189086,2.0561427830454018,0.6040968055229043,0.0,2.0559843268308944,2.0561427830454018,revenue,True
2020-11-20,(data deleted),(data deleted),290,313,21,1150.0,0,6.71,0.0,3.67,none,False,0.0,0.0,2.147109691479047,1.8179522906206753,2.146669515178662,0.0,1.8161520054295468,2.147109691479047,purchases,True
2020-11-20,(data deleted),(data deleted),290,313,15,1001.0,0,4.79,0.0,3.2,none,False,0.0,0.0,2.043627703334659,1.9514044531158752,2.0425329014294924,0.0,1.9521020179247648,2.043627703334659,purchases,True
2020-11-21,(data deleted),(data deleted),210,219,10,658.0,0,4.57,0.0,3.0,none,False,-2.267786838055371,-2.2677868380553337,-0.365585869634504,-0.06192032318836671,0.02800886808122831,0.0,0.34325783947492233,2.267786838055371,sessions,True
2020-11-21,(data deleted),(data deleted),210,219,12,2196.0,0,5.48,0.0,10.03,none,False,0.0,0.0,0.607176740718908,2.056142783045402,0.6075766012163875,0.0,2.056572066858033,2.056572066858033,revenue_per_session,True
2020-11-21,(data deleted),(data deleted),210,219,21,1150.0,0,9.59,0.0,5.25,none,False,0.0,0.0,2.1471096914790455,1.817952290620677,2.147121759992722,0.0,1.8173220846495677,2.147121759992722,conversion_rate_pct,True
2020-11-21,(data deleted),(data deleted),210,219,15,1001.0,0,6.85,0.0,4.57,none,False,0.0,0.0,2.043627703334657,1.9514044531158776,2.0436251456817898,0.0,1.9517162350122466,2.043627703334657,purchases,True
2020-11-22,(data deleted),(data deleted),152,160,10,658.0,0,6.25,0.0,4.11,none,False,-2.267786838055271,-2.267786838055104,-0.36558586963450396,-0.06192032318836673,-0.029071286947399664,0.0,0.28851872393343025,2.267786838055271,sessions,True
2020-11-22,(data deleted),(data deleted),152,160,12,2196.0,0,7.5,0.0,13.72,none,False,0.0,0.0,0.6071767407189075,2.056142783045403,0.606847416462068,0.0,2.0558805112835254,2.056142783045403,revenue,True
2020-11-22,(data deleted),(data deleted),152,160,21,1150.0,0,13.13,0.0,7.19,none,False,0.0,0.0,2.1471096914790446,1.817952290620679,2.147187888572667,0.0,1.8185862020608885,2.147187888572667,conversion_rate_pct,True
2020-11-22,(data deleted),(data deleted),152,160,15,1001.0,0,9.38,0.0,6.26,none,False,0.0,0.0,2.0436277033346557,1.9514044531158803,2.043906756027014,0.0,1.9511656729360405,2.043906756027014,conversion_rate_pct,True
2020-11-23,(data deleted),(data deleted),281,292,10,658.0,0,3.42,0.0,2.25,none,False,2.2677868380553363,2.2677868380552937,-0.3655858696345038,-0.06192032318836676,-0.7459927944159519,0.0,-0.4843813561373357,2.2677868380553363,sessions,True
2020-11-23,(data deleted),(data deleted),281,292,12,2196.0,0,4.11,0.0,7.52,none,False,0.0,0.0,0.607176740718907,2.0561427830454035,0.6085117875220499,0.0,2.056156077497866,2.056156077497866,revenue_per_session,True
2020-11-23,(data deleted),(data deleted),281,292,21,1150.0,0,7.19,0.0,3.94,none,False,0.0,0.0,2.1471096914790437,1.8179522906206809,2.1476782270456525,0.0,1.8163222263596266,2.1476782270456525,conversion_rate_pct,True
2020-11-23,(data deleted),(data deleted),281,292,15,1001.0,0,5.14,0.0,3.43,none,False,0.0,0.0,2.0436277033346535,1.9514044531158827,2.0431173145384114,0.0,1.9510134254170308,2.0436277033346535,purchases,True
2020-11-24,(data deleted),(data deleted),266,278,10,658.0,0,3.6,0.0,2.37,none,False,-2.2677868380555743,-2.267786838054994,-0.36558586963450374,-0.061920323188366794,-0.31963208103829704,0.0,-0.011347083968664259,2.2677868380555743,sessions,True
2020-11-24,(data deleted),(data deleted),266,278,12,2196.0,0,4.32,0.0,7.9,none,False,0.0,0.0,0.6071767407189066,2.0561427830454044,0.6091476203154886,0.0,2.0566256162337644,2.0566256162337644,revenue_per_session,True
2020-11-24,(data deleted),(data deleted),266,278,21,1150.0,0,7.55,0.0,4.14,none,False,0.0,0.0,2.1471096914790424,1.8179522906206829,2.1467185392228902,0.0,1.8190953192884183,2.1471096914790424,purchases,True
2020-11-24,(data deleted),(data deleted),266,278,15,1001.0,0,5.4,0.0,3.6,none,False,0.0,0.0,2.0436277033346517,1.9514044531158854,2.0436277033347077,0.0,1.9513654142309413,2.0436277033347077,conversion_rate_pct,True
2020-11-25,(data deleted),(data deleted),286,306,10,658.0,0,3.27,0.0,2.15,none,False,2.2677868380553736,2.2677868380549366,-0.3655858696345037,-0.061920323188366815,-0.4461372450709404,0.0,-0.14963025221120685,2.2677868380553736,sessions,True
2020-11-25,(data deleted),(data deleted),286,306,12,2196.0,0,3.92,0.0,7.18,none,False,0.0,0.0,0.607176740718906,2.056142783045405,0.607735481978419,0.0,2.0559579870818094,2.056142783045405,revenue,True
2020-11-25,(data deleted),(data deleted),286,306,21,1150.0,0,6.86,0.0,3.76,none,False,0.0,0.0,2.1471096914790415,1.8179522906206846,2.147126385299526,0.0,1.8198042761296358,2.147126385299526,conversion_rate_pct,True
2020-11-25,(data deleted),(data deleted),286,306,15,1001.0,0,4.9,0.0,3.27,none,False,0.0,0.0,2.04362770333465,1.9514044531158878,2.0436227049484623,0.0,1.952722546773719,2.04362770333465,purchases,True
2020-11-26,(data deleted),(data deleted),269,278,10,658.0,0,3.6,0.0,2.37,none,False,-2.2677868380554806,-2.2677868380551867,-0.3655858696345036,-0.06192032318836684,-0.2746868796751066,0.0,0.03568454347317507,2.2677868380554806,sessions,True
2020-11-26,(data deleted),(data deleted),269,278,12,2196.0,0,4.32,0.0,7.9,none,False,0.0,0.0,0.6071767407189055,2.0561427830454058,0.6091476203154884,0.0,2.056625616233765,2.056625616233765,revenue_per_session,True
2020-11-26,(data deleted),(data deleted),269,278,21,1150.0,0,7.55,0.0,4.14,none,False,0.0,0.0,2.1471096914790406,1.8179522906206866,2.14671853922289,0.0,1.8190953192884196,2.1471096914790406,purchases,True
2020-11-26,(data deleted),(data deleted),269,278,15,1001.0,0,5.4,0.0,3.6,none,False,0.0,0.0,2.043627703334648,1.9514044531158905,2.0436277033347046,0.0,1.9513654142309431,2.0436277033347046,conversion_rate_pct,True
2020-11-27,(data deleted),(data deleted),222,229,10,658.0,0,4.37,0.0,2.87,none,False,-2.2677868380553465,-2.2677868380552533,-0.3655858696345035,-0.06192032318836688,-0.1712191029180416,0.0,0.14157454937331837,2.2677868380553465,sessions,True
2020-11-27,(data deleted),(data deleted),222,229,12,2196.0,0,5.24,0.0,9.59,none,False,0.0,0.0,0.6071767407189049,2.056142783045406,0.6075948941408386,0.0,2.0562886241207545,2.0562886241207545,revenue_per_session,True
2020-11-27,(data deleted),(data deleted),222,229,21,1150.0,0,9.17,0.0,5.02,none,False,0.0,0.0,2.1471096914790397,1.8179522906206886,2.1471222974676714,0.0,1.8176565417799313,2.1471222974676714,conversion_rate_pct,True
2020-11-27,(data deleted),(data deleted),222,229,15,1001.0,0,6.55,0.0,4.37,none,False,0.0,0.0,2.0436277033346464,1.9514044531158927,2.043624906028074,0.0,1.9514754924898206,2.0436277033346464,purchases,True
2020-11-28,(data deleted),(data deleted),162,168,10,658.0,0,5.95,0.0,3.92,none,False,-2.2677868380552955,-2.267786838055175,-0.36558586963450346,-0.0619203231883669,-0.03464423326526822,0.0,0.28481025692937434,2.2677868380552955,sessions,True
2020-11-28,(data deleted),(data deleted),162,168,12,2196.0,0,7.14,0.0,13.07,none,False,0.0,0.0,0.6071767407189044,2.0561427830454067,0.6068307973843423,0.0,2.0561725707846534,2.0561725707846534,revenue_per_session,True
2020-11-28,(data deleted),(data deleted),162,168,21,1150.0,0,12.5,0.0,6.85,none,False,0.0,0.0,2.147109691479039,1.8179522906206904,2.1471918182044103,0.0,1.818436020722471,2.1471918182044103,conversion_rate_pct,True
2020-11-28,(data deleted),(data deleted),162,168,15,1001.0,0,8.93,0.0,5.96,none,False,0.0,0.0,2.0436277033346446,1.9514044531158956,2.0439208128259168,0.0,1.9512428200552354,2.0439208128259168,conversion_rate_pct,True
2020-11-29,(data deleted),(data deleted),186,198,10,658.0,0,5.05,0.0,3.32,none,False,2.26778683805485,2.267786838053454,-0.36558586963450335,-0.061920323188366926,-0.49837282222445745,0.0,-0.20692520442850926,2.26778683805485,sessions,True
2020-11-29,(data deleted),(data deleted),186,198,12,2196.0,0,6.06,0.0,11.09,none,False,0.0,0.0,0.6071767407189039,2.056142783045407,0.6067690807137036,0.0,2.0557450272582924,2.056142783045407,revenue,True
2020-11-29,(data deleted),(data deleted),186,198,21,1150.0,0,10.61,0.0,5.81,none,False,0.0,0.0,2.147109691479038,1.8179522906206924,2.1472063974369147,0.0,1.81685630661814,2.1472063974369147,conversion_rate_pct,True
2020-11-29,(data deleted),(data deleted),186,198,15,1001.0,0,7.58,0.0,5.06,none,False,0.0,0.0,2.0436277033346424,1.9514044531158978,2.0439729929309167,0.0,1.9518578426513595,2.0439729929309167,conversion_rate_pct,True
2020-11-30,(data deleted),(data deleted),304,323,10,658.0,0,3.1,0.0,2.04,none,False,2.267786838055346,2.2677868380553083,-0.36558586963450335,-0.06192032318836696,-0.6933967251486357,0.0,-0.4250591491663382,2.267786838055346,sessions,True
2020-11-30,(data deleted),(data deleted),304,323,12,2196.0,0,3.72,0.0,6.8,none,False,0.0,0.0,0.6071767407189034,2.056142783045408,0.6094660999831895,0.0,2.056127941126241,2.056142783045408,revenue,True
2020-11-30,(data deleted),(data deleted),304,323,21,1150.0,0,6.5,0.0,3.56,none,False,0.0,0.0,2.1471096914790366,1.8179522906206944,2.14665527696728,0.0,1.8177209515908934,2.1471096914790366,purchases,True
2020-11-30,(data deleted),(data deleted),304,323,15,1001.0,0,4.64,0.0,3.1,none,False,0.0,0.0,2.043627703334641,1.9514044531159005,2.042497458775461,0.0,1.9526553145309111,2.043627703334641,purchases,True
